Base License Number,Wave Number,Base Name,DBA,Years,Week Number,Pickup Start Date,Pickup End Date,Total Dispatched Trips,Unique Dispatched Vehicle
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,41,10/2/16,10/8/16,"52,966","1,371"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,11,3/6/16,3/12/16,"21,732",505
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,18,4/24/16,4/30/16,"1,695",43
B02765,1,GRUN LLC,UBER-GRUN LLC,2017,4,1/22/17,1/28/17,"52,000","1,167"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,37,9/6/15,9/12/15,"30,275",662
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,32,7/31/16,8/6/16,"232,712","5,066"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,40,9/27/15,10/3/15,"268,720","7,188"
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,6,1/31/16,2/6/16,"1,227",29
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,6,1/31/16,2/6/16,"2,117",54
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2015,41,10/4/15,10/10/15,64,1
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,23,5/29/16,6/4/16,"12,094",279
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,7,2/8/15,2/14/15,"87,490","1,844"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2017,13,3/26/17,4/1/17,"101,976","2,156"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,40,9/27/15,10/3/15,"142,360","2,941"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2015,45,11/1/15,11/7/15,"12,928",303
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,5,1/24/16,1/30/16,"13,086",334
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,50,12/4/16,12/10/16,"366,718","8,538"
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,33,8/7/16,8/13/16,"29,143","1,230"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,10,2/28/16,3/5/16,"1,020",21
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,36,8/28/16,9/3/16,"99,349","2,419"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2015,42,10/11/15,10/17/15,440,9
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,49,11/27/16,12/3/16,"11,573",257
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2017,10,3/5/17,3/11/17,"35,878",620
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,2,1/3/16,1/9/16,"249,756","8,086"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2015,42,10/11/15,10/17/15,54,1
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2015,49,11/29/15,12/5/15,254,9
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,36,8/28/16,9/3/16,"50,163","1,372"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,5,1/24/16,1/30/16,"301,005","8,039"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,47,11/13/16,11/19/16,"28,916",513
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,27,6/26/16,7/2/16,"12,927",330
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2017,16,4/16/17,4/22/17,"34,689",785
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,45,10/30/16,11/5/16,"58,628","1,389"
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,9,2/21/16,2/27/16,"1,769",35
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2017,4,1/22/17,1/28/17,"33,135",645
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2017,17,4/23/17,4/29/17,"45,053",871
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,10,2/28/16,3/5/16,875,22
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,9,2/26/17,3/4/17,"35,439",771
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2017,3,1/15/17,1/21/17,"16,608",382
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,51,12/11/16,12/17/16,"153,532","3,036"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,31,7/26/15,8/1/15,"278,811","6,261"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,10,2/28/16,3/5/16,"313,025","7,755"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,17,4/17/16,4/23/16,"2,247",41
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,33,8/9/15,8/15/15,"42,042","1,170"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,43,10/18/15,10/24/15,"1,150",36
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,4,1/17/16,1/23/16,"11,471",324
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,34,8/16/15,8/22/15,"9,046",206
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,9,2/21/16,2/27/16,"287,895","6,009"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,22,5/22/16,5/28/16,"125,166","2,989"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,50,12/6/15,12/12/15,"139,478","2,927"
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,21,5/15/16,5/21/16,"52,522","1,132"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,50,12/4/16,12/10/16,"29,219",518
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,34,8/16/15,8/22/15,"252,859","5,988"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,26,6/19/16,6/25/16,"2,160",48
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2017,17,4/23/17,4/29/17,"52,683","1,188"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,1,1/1/17,1/7/17,"190,921","4,685"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,15,4/3/16,4/9/16,"134,540","2,542"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,16,4/10/16,4/16/16,"3,041",62
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2017,10,3/5/17,3/11/17,"126,220","2,792"
B02395,3,ABATAR INC,UBER-ABATAR LLC,2015,53,12/27/15,12/31/15,76,7
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,44,10/25/15,10/31/15,"287,836","7,533"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,34,8/14/16,8/20/16,"3,618",76
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2015,53,12/27/15,12/31/15,"2,167",114
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,8,2/14/16,2/20/16,"52,354","1,106"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,14,3/27/16,4/2/16,"1,026",24
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,38,9/13/15,9/19/15,"285,577","6,318"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,21,5/15/16,5/21/16,"76,204","1,837"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,32,7/31/16,8/6/16,"131,311","3,064"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,33,8/7/16,8/13/16,"306,553","7,853"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,14,3/27/16,4/2/16,"2,339",39
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2017,17,4/23/17,4/29/17,"55,391","1,059"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2017,3,1/15/17,1/21/17,"68,455","1,462"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,10,2/28/16,3/5/16,"1,989",40
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2015,45,11/1/15,11/7/15,"1,918",49
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,25,6/14/15,6/20/15,"237,714","5,322"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,10,2/28/16,3/5/16,"11,908",299
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,51,12/11/16,12/17/16,"20,802",399
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,23,5/29/16,6/4/16,"231,664","5,167"
B02617,1,WEITER LLC,UBER-WEITER LLC,2017,3,1/15/17,1/21/17,"50,867","1,214"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,36,8/30/15,9/5/15,90,5
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2017,6,2/5/17,2/11/17,"32,069",643
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,50,12/4/16,12/10/16,"12,488",225
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,25,6/12/16,6/18/16,"71,030","1,833"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,25,6/12/16,6/18/16,"3,654",85
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,13,3/20/16,3/26/16,"2,020",34
B02395,3,ABATAR INC,UBER-ABATAR LLC,2017,9,2/26/17,3/4/17,"44,847","1,893"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2017,7,2/12/17,2/18/17,"34,787",699
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,30,7/17/16,7/23/16,"5,579",113
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2015,38,9/13/15,9/19/15,167,2
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,12,3/13/16,3/19/16,850,23
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,45,10/30/16,11/5/16,"12,032",295
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,39,9/20/15,9/26/15,"230,856","6,927"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,21,5/15/16,5/21/16,"1,179",30
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,53,12/25/16,12/31/16,"260,304","8,099"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,21,5/15/16,5/21/16,"261,614","5,304"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,36,8/28/16,9/3/16,"115,198","2,944"
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,7,2/7/16,2/13/16,"1,684",42
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,32,8/2/15,8/8/15,"259,067","6,079"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,36,8/28/16,9/3/16,"8,522",186
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,34,8/14/16,8/20/16,"57,054","1,337"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,47,11/15/15,11/21/15,"50,843","1,226"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2015,44,10/25/15,10/31/15,53,1
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,8,2/19/17,2/25/17,"136,382","3,191"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,19,5/1/16,5/7/16,"81,390","1,865"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2015,47,11/15/15,11/21/15,"16,742",343
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,16,4/10/16,4/16/16,"94,487","2,094"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,40,9/25/16,10/1/16,"4,765",95
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2015,45,11/1/15,11/7/15,72,3
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,51,12/11/16,12/17/16,"375,202","8,535"
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,27,6/26/16,7/2/16,"15,624",375
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,39,9/20/15,9/26/15,"45,638","1,214"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,38,9/11/16,9/17/16,"14,616",324
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,5,1/24/16,1/30/16,"68,194","1,654"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2017,2,1/8/17,1/14/17,"16,600",370
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2017,17,4/23/17,4/29/17,"23,384",529
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,27,6/26/16,7/2/16,"2,481",54
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2017,3,1/15/17,1/21/17,"27,149",490
B02395,3,ABATAR INC,UBER-ABATAR LLC,2017,17,4/23/17,4/29/17,"41,399","1,738"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,53,12/25/16,12/31/16,"25,267",503
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,2,1/3/16,1/9/16,6,1
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,52,12/20/15,12/26/15,915,35
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,8,2/14/16,2/20/16,"1,847",45
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,20,5/8/16,5/14/16,"11,504",263
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,17,4/23/17,4/29/17,"70,703","1,600"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,10,2/28/16,3/5/16,"1,108",25
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,6,2/5/17,2/11/17,"151,728","3,245"
B02512,1,UNTER LLC,UBER-UNTER LLC,2017,16,4/16/17,4/22/17,"7,744",327
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,11,3/6/16,3/12/16,"123,847","2,562"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,38,9/11/16,9/17/16,"235,215","5,138"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,40,9/27/15,10/3/15,"294,351","6,306"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,27,6/26/16,7/2/16,"1,496",44
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,43,10/16/16,10/22/16,"117,135","2,426"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2015,50,12/6/15,12/12/15,915,30
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2017,5,1/29/17,2/4/17,"66,521","1,480"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,43,10/16/16,10/22/16,"79,919","1,764"
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2015,47,11/15/15,11/21/15,652,9
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,24,6/7/15,6/13/15,"10,350",384
B02512,1,UNTER LLC,UBER-UNTER LLC,2017,6,2/5/17,2/11/17,"9,701",403
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,33,8/7/16,8/13/16,"80,211","1,709"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,4,1/18/15,1/24/15,"56,500","1,379"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,35,8/21/16,8/27/16,"20,286",464
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,5,1/25/15,1/31/15,"13,741",451
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,24,6/7/15,6/13/15,"2,983",84
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2017,12,3/19/17,3/25/17,"19,315",406
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,39,9/18/16,9/24/16,"15,729",354
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2017,2,1/8/17,1/14/17,"25,394",555
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,20,5/8/16,5/14/16,"8,929",200
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2017,11,3/12/17,3/18/17,"41,907",790
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,19,5/3/15,5/9/15,"56,218","1,438"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2017,4,1/22/17,1/28/17,"137,293","2,930"
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,7,2/8/15,2/14/15,"29,075",762
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,27,6/26/16,7/2/16,"11,557",291
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,46,11/6/16,11/12/16,"75,869","1,693"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,4,1/18/15,1/24/15,"212,101","5,219"
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,18,4/26/15,5/2/15,"6,070",331
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,39,9/20/15,9/26/15,316,13
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2015,42,10/11/15,10/17/15,71,1
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,38,9/11/16,9/17/16,"108,814","2,472"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,27,6/28/15,7/4/15,"214,367","6,650"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2015,40,9/27/15,10/3/15,"1,069",36
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,10,3/5/17,3/11/17,"152,782","3,163"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,23,5/29/16,6/4/16,"10,484",268
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2015,52,12/20/15,12/26/15,991,29
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,17,4/17/16,4/23/16,"2,946",59
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,25,6/14/15,6/20/15,"10,373",400
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,52,12/18/16,12/24/16,"25,938",495
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,7,2/7/16,2/13/16,"3,331",61
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2017,1,1/1/17,1/7/17,"25,993",490
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2017,8,2/19/17,2/25/17,"70,202","1,563"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,4,1/22/17,1/28/17,"21,162",477
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,20,5/8/16,5/14/16,"15,643",661
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2015,40,9/27/15,10/3/15,268,6
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2017,13,3/26/17,4/1/17,"50,920","1,064"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,2,1/3/16,1/9/16,"18,287",524
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,34,8/14/16,8/20/16,"56,039","1,350"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,14,3/27/16,4/2/16,"6,957",191
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,51,12/11/16,12/17/16,"18,147",362
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,20,5/8/16,5/14/16,"79,474","1,666"
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2015,52,12/20/15,12/26/15,566,17
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2017,2,1/8/17,1/14/17,"50,828","1,078"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,36,8/28/16,9/3/16,"2,071",46
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,43,10/16/16,10/22/16,"16,047",351
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2017,11,3/12/17,3/18/17,"21,258",442
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,47,11/13/16,11/19/16,"60,436","2,343"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2015,52,12/20/15,12/26/15,"2,782",71
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,14,3/27/16,4/2/16,"74,643","1,786"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,37,9/4/16,9/10/16,"11,712",203
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,2,1/3/16,1/9/16,"3,739",122
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,31,7/24/16,7/30/16,"3,695",71
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,35,8/21/16,8/27/16,"117,410","2,977"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2017,15,4/9/17,4/15/17,"298,250","8,289"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,33,8/7/16,8/13/16,"231,251","5,037"
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,45,10/30/16,11/5/16,"11,158",502
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2015,43,10/18/15,10/24/15,"3,461",100
B02512,1,UNTER LLC,UBER-UNTER LLC,2017,2,1/8/17,1/14/17,"9,902",394
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2017,14,4/2/17,4/8/17,"19,539",435
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,12,3/19/17,3/25/17,"69,887","1,610"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,31,7/24/16,7/30/16,"145,223","3,078"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,1,1/1/16,1/2/16,"16,942","1,320"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,34,8/14/16,8/20/16,"7,634",144
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2017,17,4/23/17,4/29/17,"44,134",817
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2015,53,12/27/15,12/31/15,"11,529",489
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,28,7/3/16,7/9/16,"1,444",47
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,53,12/27/15,12/31/15,"160,127","7,608"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,49,11/29/15,12/5/15,980,33
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,48,11/20/16,11/26/16,"147,409","3,395"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,43,10/16/16,10/22/16,"13,077",255
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,35,8/21/16,8/27/16,"8,170",163
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,6,1/31/16,2/6/16,"50,379","1,161"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,47,11/15/15,11/21/15,"292,489","7,736"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,8,2/14/16,2/20/16,"333,227","7,784"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,18,4/24/16,4/30/16,"248,443","5,673"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2017,16,4/16/17,4/22/17,"48,177","1,022"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2015,46,11/8/15,11/14/15,162,5
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,29,7/10/16,7/16/16,"3,055",51
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,45,10/30/16,11/5/16,"80,314","1,765"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,6,1/31/16,2/6/16,"127,076","2,813"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,32,7/31/16,8/6/16,"1,884",41
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2015,49,11/29/15,12/5/15,225,4
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2015,42,10/11/15,10/17/15,238,6
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2015,53,12/27/15,12/31/15,"1,027",37
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2017,6,2/5/17,2/11/17,"17,633",380
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2017,6,2/5/17,2/11/17,"55,050","1,242"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,9,2/21/16,2/27/16,915,18
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,22,5/22/16,5/28/16,"3,131",61
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,32,7/31/16,8/6/16,"26,695","1,098"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2017,15,4/9/17,4/15/17,"26,837",592
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,36,8/28/16,9/3/16,"206,441","4,975"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,53,12/25/16,12/31/16,"38,513","1,189"
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,8,2/15/15,2/21/15,"96,919","1,939"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,3,1/10/16,1/16/16,"20,533",518
